,Date,stock_name,today_win,today_lose,tomorrow_win,tomorrow_lose,day2_win,day2_lose,real_profit,Nasdaq
0,2020-07-27,에프엔에스테크,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-07-24,포스코엠텍,0.0,0.0,0.0,0.0,0.0,1.0,-0.01368421052631579,D04
0,2020-07-24,대한광통신,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-07-24,동양물산,1.0,0.0,0.0,0.0,0.0,0.0,0.014423076923076924,D04
0,2020-07-24,SCI평가정보,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-07-24,네오팜,0.0,0.0,0.0,0.0,0.0,1.0,-0.0096,D04
0,2020-07-23,웰바이오텍,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U03
0,2020-07-23,부국철강,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U03
0,2020-07-23,디아이,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U03
0,2020-07-23,파라다이스,0.0,0.0,0.0,0.0,0.0,1.0,-0.026022304832713755,U03
0,2020-07-23,신성델타테크,0.0,0.0,0.0,0.0,0.0,1.0,-0.05367231638418079,U03
0,2020-07-22,NH투자증권,1.0,0.0,0.0,0.0,0.0,0.0,0.011210762331838564,D04
0,2020-07-22,시노펙스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-07-22,흥국,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-07-22,대림산업,0.0,0.0,0.0,0.0,0.0,1.0,-0.042081949058693245,D04
0,2020-07-22,차바이오텍,1.0,0.0,0.0,0.0,0.0,0.0,0.017948717948717947,D04
0,2020-07-21,동양물산,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-07-21,미래생명자원,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-07-21,유진테크,0.0,0.0,1.0,0.0,0.0,0.0,0.014802631578947368,U04
0,2020-07-21,동일고무벨트,0.0,0.0,0.0,0.0,0.0,1.0,0.004801920768307323,U04
0,2020-07-21,LG하우시스,0.0,0.0,0.0,0.0,0.0,1.0,-0.020569620253164556,U04
